country,country_code,region,income_group,method,year,impact_category,land_type,valuation_factor_usd_ha,unit,capital,pathway,source
Guyana,GUY,Latin America & Caribbean,High income,Valuing Impact,2015,Water,Avoided costs,0.005924820553350674,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Honduras,HND,Latin America & Caribbean,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.14174769828372286,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Haiti,HTI,Latin America & Caribbean,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.07622527479292457,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Indonesia,IDN,East Asia & Pacific,Upper middle income,Valuing Impact,2015,Water,Avoided costs,0.061350959807846606,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
India,IND,South Asia,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.0486157382957584,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Ireland,IRL,Europe & Central Asia,High income,Valuing Impact,2015,Water,Avoided costs,0.030458825561646172,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Iraq,IRQ,Middle East & North Africa,Upper middle income,Valuing Impact,2015,Water,Avoided costs,0.09194100854620889,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Israel,ISR,Middle East & North Africa,High income,Valuing Impact,2015,Water,Avoided costs,0.1539553353694994,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Italy,ITA,Europe & Central Asia,High income,Valuing Impact,2015,Water,Avoided costs,0.17294541949611753,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Jamaica,JAM,Latin America & Caribbean,Upper middle income,Valuing Impact,2015,Water,Avoided costs,0.22066557024129602,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Jordan,JOR,Middle East & North Africa,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.0979924458880536,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Japan,JPN,East Asia & Pacific,High income,Valuing Impact,2015,Water,Avoided costs,0.04286002871937635,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,Valuing Impact,2015,Water,Avoided costs,0.1422238952426238,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Kenya,KEN,Sub-Saharan Africa,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.010116727062670118,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Cambodia,KHM,East Asia & Pacific,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.057605231761098524,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Kuwait,KWT,Middle East & North Africa,High income,Valuing Impact,2015,Water,Avoided costs,0.08662590918580237,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Lebanon,LBN,Middle East & North Africa,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.14381463377831138,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Liberia,LBR,Sub-Saharan Africa,Low income,Valuing Impact,2015,Water,Avoided costs,0.04948335214820448,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Libya,LBY,Middle East & North Africa,Upper middle income,Valuing Impact,2015,Water,Avoided costs,0.04553020595099357,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Sri Lanka,LKA,South Asia,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.09154512977575396,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.054160425218131546,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Lithuania,LTU,Europe & Central Asia,High income,Valuing Impact,2015,Water,Avoided costs,0.011022932314140397,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Luxembourg,LUX,Europe & Central Asia,High income,Valuing Impact,2015,Water,Avoided costs,0.2626443980041085,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Latvia,LVA,Europe & Central Asia,High income,Valuing Impact,2015,Water,Avoided costs,0.006773977767251183,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Morocco,MAR,Middle East & North Africa,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.06369606590264178,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Moldova,MDA,Europe & Central Asia,Upper middle income,Valuing Impact,2015,Water,Avoided costs,0.07270401460658821,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Madagascar,MDG,Sub-Saharan Africa,Low income,Valuing Impact,2015,Water,Avoided costs,0.03299128529313909,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Mexico,MEX,Latin America & Caribbean,Upper middle income,Valuing Impact,2015,Water,Avoided costs,0.1022698576169918,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Mali,MLI,Sub-Saharan Africa,Low income,Valuing Impact,2015,Water,Avoided costs,0.02830878850701715,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Myanmar,MMR,East Asia & Pacific,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.04059495291986857,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Mongolia,MNG,East Asia & Pacific,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.1068480979248838,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Mozambique,MOZ,Sub-Saharan Africa,Low income,Valuing Impact,2015,Water,Avoided costs,0.05550638598169026,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.002372631519589261,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Malawi,MWI,Sub-Saharan Africa,Low income,Valuing Impact,2015,Water,Avoided costs,0.030896766564534654,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Malaysia,MYS,East Asia & Pacific,Upper middle income,Valuing Impact,2015,Water,Avoided costs,0.01771851527478475,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Namibia,NAM,Sub-Saharan Africa,Upper middle income,Valuing Impact,2015,Water,Avoided costs,0.01960181766954499,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Niger,NER,Sub-Saharan Africa,Low income,Valuing Impact,2015,Water,Avoided costs,0.014832111990366206,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.07894373696537742,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.025518139406709037,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Netherlands,NLD,Europe & Central Asia,High income,Valuing Impact,2015,Water,Avoided costs,0.0555614568538178,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Norway,NOR,Europe & Central Asia,High income,Valuing Impact,2015,Water,Avoided costs,0.014337022698325513,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Nepal,NPL,South Asia,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.04593345183643595,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
New Zealand,NZL,East Asia & Pacific,High income,Valuing Impact,2015,Water,Avoided costs,0.022817136230885944,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Oman,OMN,Middle East & North Africa,High income,Valuing Impact,2015,Water,Avoided costs,0.047225604421510525,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Pakistan,PAK,South Asia,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.04836916947503127,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Panama,PAN,Latin America & Caribbean,High income,Valuing Impact,2015,Water,Avoided costs,0.0029594872903628095,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Peru,PER,Latin America & Caribbean,Upper middle income,Valuing Impact,2015,Water,Avoided costs,0.08728026527527312,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Philippines,PHL,East Asia & Pacific,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.08267765787097668,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.0032584246055129607,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Poland,POL,Europe & Central Asia,High income,Valuing Impact,2015,Water,Avoided costs,0.03692504441140107,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Portugal,PRT,Europe & Central Asia,High income,Valuing Impact,2015,Water,Avoided costs,0.16565657568173034,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Paraguay,PRY,Latin America & Caribbean,Upper middle income,Valuing Impact,2015,Water,Avoided costs,2.030807817968117e-06,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Qatar,QAT,Middle East & North Africa,High income,Valuing Impact,2015,Water,Avoided costs,0.10025485861130451,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Romania,ROU,Europe & Central Asia,High income,Valuing Impact,2015,Water,Avoided costs,0.03944022672340703,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Rwanda,RWA,Sub-Saharan Africa,Low income,Valuing Impact,2015,Water,Avoided costs,0.004868013278951604,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Saudi Arabia,SAU,Middle East & North Africa,High income,Valuing Impact,2015,Water,Avoided costs,0.06986778730393822,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Sudan,SDN,Sub-Saharan Africa,Low income,Valuing Impact,2015,Water,Avoided costs,0.0558125621435494,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Senegal,SEN,Sub-Saharan Africa,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.028913399544563567,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Sierra Leone,SLE,Sub-Saharan Africa,Low income,Valuing Impact,2015,Water,Avoided costs,0.07995702395335529,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
El Salvador,SLV,Latin America & Caribbean,Upper middle income,Valuing Impact,2015,Water,Avoided costs,0.11944082950589156,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
San Marino,SMR,Europe & Central Asia,High income,Valuing Impact,2015,Water,Avoided costs,0.21374367059588725,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Somalia,SOM,Sub-Saharan Africa,Low income,Valuing Impact,2015,Water,Avoided costs,0.02293375005826025,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Suriname,SUR,Latin America & Caribbean,Upper middle income,Valuing Impact,2015,Water,Avoided costs,0.005610056056059323,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Sweden,SWE,Europe & Central Asia,High income,Valuing Impact,2015,Water,Avoided costs,0.17215915442982044,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Chad,TCD,Sub-Saharan Africa,Low income,Valuing Impact,2015,Water,Avoided costs,0.04715675381958254,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Togo,TGO,Sub-Saharan Africa,Low income,Valuing Impact,2015,Water,Avoided costs,0.008092650897207239,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Thailand,THA,East Asia & Pacific,Upper middle income,Valuing Impact,2015,Water,Avoided costs,0.061474158507646245,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Tajikistan,TJK,Europe & Central Asia,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.05868201090897835,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,Valuing Impact,2015,Water,Avoided costs,0.07423174845609395,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,Valuing Impact,2015,Water,Avoided costs,0.0997725741327585,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Tunisia,TUN,Middle East & North Africa,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.0515129674214081,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Uganda,UGA,Sub-Saharan Africa,Low income,Valuing Impact,2015,Water,Avoided costs,9.10408558681107e-06,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Ukraine,UKR,Europe & Central Asia,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.06919891035255932,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Uruguay,URY,Latin America & Caribbean,High income,Valuing Impact,2015,Water,Avoided costs,0.0006153174306091555,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.07426298290090934,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Vietnam,VNM,East Asia & Pacific,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.05636134305601577,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,Valuing Impact,2015,Water,Avoided costs,0.05962354771712655,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.041692128742835746,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,Valuing Impact,2015,Water,Avoided costs,0.0632601148722868,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
East Asia & Pacific,EAS,East Asia & Pacific,Average,Valuing Impact,2015,Water,Avoided costs,0.0627163455517923,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Europe & Central Asia,ECS,Europe & Central Asia,Average,Valuing Impact,2015,Water,Avoided costs,0.11160652479763715,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Latin America & Caribbean,LCN,Latin America & Caribbean,Average,Valuing Impact,2015,Water,Avoided costs,0.0749822534025081,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Middle East & North Africa,MEA,Middle East & North Africa,Average,Valuing Impact,2015,Water,Avoided costs,0.08185322312112184,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
North America,NAC,North America,Average,Valuing Impact,2015,Water,Avoided costs,0.1171305897135712,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
South Asia,SAS,South Asia,Average,Valuing Impact,2015,Water,Avoided costs,0.05280402191582902,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Sub-Saharan Africa,SSF,Sub-Saharan Africa,Average,Valuing Impact,2015,Water,Avoided costs,0.034049615556688145,USD/m3,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
East Asia & Pacific,EAS,East Asia & Pacific,Average,LANCA v2.0,2016,Land use,Arable land,2979.178953052497,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Europe & Central Asia,ECS,Europe & Central Asia,Average,LANCA v2.0,2016,Land use,Arable land,1756.4838804173946,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Latin America & Caribbean,LCN,Latin America & Caribbean,Average,LANCA v2.0,2016,Land use,Arable land,2675.1812246558006,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Middle East & North Africa,MEA,Middle East & North Africa,Average,LANCA v2.0,2016,Land use,Arable land,430.6795250388721,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
North America,NAC,North America,Average,LANCA v2.0,2016,Land use,Arable land,1576.8546966950862,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
South Asia,SAS,South Asia,Average,LANCA v2.0,2016,Land use,Arable land,3003.086914166786,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Sub-Saharan Africa,SSF,Sub-Saharan Africa,Average,LANCA v2.0,2016,Land use,Arable land,1397.4791664589907,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
East Asia & Pacific,EAS,East Asia & Pacific,Average,LANCA v2.0,2016,Land use,Pasture meadow,1496.4867780924262,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Europe & Central Asia,ECS,Europe & Central Asia,Average,LANCA v2.0,2016,Land use,Pasture meadow,1716.3988523525834,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Latin America & Caribbean,LCN,Latin America & Caribbean,Average,LANCA v2.0,2016,Land use,Pasture meadow,1395.9027644458235,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Middle East & North Africa,MEA,Middle East & North Africa,Average,LANCA v2.0,2016,Land use,Pasture meadow,353.29878073319867,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
North America,NAC,North America,Average,LANCA v2.0,2016,Land use,Pasture meadow,1561.008165682142,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
South Asia,SAS,South Asia,Average,LANCA v2.0,2016,Land use,Pasture meadow,854.6600030518274,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Sub-Saharan Africa,SSF,Sub-Saharan Africa,Average,LANCA v2.0,2016,Land use,Pasture meadow,1090.1815902019014,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
East Asia & Pacific,EAS,East Asia & Pacific,Average,LANCA v2.0,2016,Land use,Permanent crops,2973.967999501634,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Europe & Central Asia,ECS,Europe & Central Asia,Average,LANCA v2.0,2016,Land use,Permanent crops,1755.2822108787416,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Latin America & Caribbean,LCN,Latin America & Caribbean,Average,LANCA v2.0,2016,Land use,Permanent crops,2671.5967183145417,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Middle East & North Africa,MEA,Middle East & North Africa,Average,LANCA v2.0,2016,Land use,Permanent crops,430.3722563738309,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
North America,NAC,North America,Average,LANCA v2.0,2016,Land use,Permanent crops,1569.3910576500573,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
South Asia,SAS,South Asia,Average,LANCA v2.0,2016,Land use,Permanent crops,3003.086914166786,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
Sub-Saharan Africa,SSF,Sub-Saharan Africa,Average,LANCA v2.0,2016,Land use,Permanent crops,1394.0830695317027,USD/ha,Natural Capital,Ecosystem services (land use),"NatCap | VI — LANCA v2.0, Valuing Impact (2023 USD)"
